id,source,stage,tempC,windKph,cloudPct,rainMm,riverFlowCumec,efficiencyPct,vibration,ageYears,lastServiceDays,batteryHealth,socPct,emergencyPct,txLossPct,devPct,producedKW,storedKW,problem_class,severity,solution_id
604,wind,production,28.5,77.4,51,0,182,76.9,0.3,16,306,93,37.4,17.0,1.08,14.55,2.65,2.62,5,critical,8
605,wind,storage,22.0,19.4,5,0,248,61.9,2.9,13,47,84,39.0,5.1,9.82,7.34,1.82,1.7,2,critical,4
606,hydro,forecast,39.3,61.6,18,4.8,184,67.5,1.4,18,238,86,14.7,10.7,13.65,10.74,3.36,2.87,0,low,9
607,wind,production,27.4,38.8,62,0,180,93.5,5.8,12,214,72,72.9,6.8,9.91,0.74,4.96,4.55,1,critical,2
608,solar,forecast,28.1,96.3,85,0,213,79.1,7.6,8,198,92,91.5,7.7,11.88,13.23,2.11,1.86,5,critical,8
609,wind,storage,41.7,108.0,74,15.2,133,96.3,1.6,16,225,90,58.0,6.0,3.89,5.94,3.09,3.01,2,critical,4
610,solar,storage,22.9,62.1,30,3.0,186,88.9,7.2,13,34,74,21.3,20.9,10.27,4.68,3.32,3.13,2,critical,4
611,solar,distribution,30.5,33.3,78,3.5,139,70.5,4.0,2,230,72,94.4,10.7,2.02,3.03,3.17,2.98,0,low,0
612,solar,storage,30.9,93.8,86,0,242,69.0,5.9,4,177,97,65.8,10.1,9.38,6.22,3.05,2.77,0,low,0
613,solar,production,22.3,23.1,77,16.0,55,85.3,2.7,9,111,72,84.1,13.4,4.82,3.35,2.11,1.86,1,medium,1
614,hydro,distribution,35.4,3.6,65,9.6,81,78.8,5.2,5,308,88,95.7,23.3,11.97,0.01,3.28,2.92,3,medium,5
615,wind,storage,40.3,108.6,70,6.3,220,83.4,2.4,9,358,66,71.2,23.0,8.48,9.85,1.88,1.86,2,critical,4
616,solar,production,41.8,80.2,32,2.7,237,67.3,2.4,17,100,100,46.7,15.2,1.8,4.6,3.19,3.13,1,critical,2
617,wind,forecast,32.7,18.7,27,7.3,81,98.6,4.0,12,20,79,97.6,5.5,6.13,12.48,2.96,2.85,5,critical,8
618,wind,forecast,27.8,80.2,82,1.3,170,74.0,6.2,5,307,93,10.3,18.2,8.56,1.67,3.18,3.04,4,medium,7
619,wind,production,27.8,32.2,94,11.5,221,74.3,0.9,13,17,95,62.8,14.5,11.48,3.24,3.8,3.28,1,critical,2
620,solar,production,26.8,7.1,62,3.8,48,91.1,2.2,13,206,83,8.7,12.1,12.16,10.1,2.98,2.92,1,medium,1
621,solar,distribution,40.9,69.5,12,0,72,76.7,4.0,17,19,81,7.7,2.1,9.75,3.51,3.78,3.43,2,medium,4
622,hydro,forecast,27.6,47.0,44,6.1,99,86.9,1.9,10,247,68,82.6,15.4,11.01,9.5,4.34,3.98,0,low,9
623,hydro,forecast,19.3,36.8,97,0,207,86.9,2.0,9,234,75,45.9,24.8,9.74,0.89,3.91,3.45,4,medium,7
624,hydro,storage,19.9,87.8,36,24.1,103,80.3,4.4,2,368,96,36.0,13.9,7.07,4.44,2.06,1.77,2,medium,3
625,wind,production,30.0,48.9,84,8.3,235,66.0,2.1,4,342,61,21.0,10.9,4.56,8.16,1.91,1.82,3,critical,3
626,solar,forecast,32.6,89.8,81,0,89,78.6,3.6,1,301,56,55.1,3.9,1.5,11.88,4.71,4.59,4,medium,7
627,wind,forecast,34.8,97.8,75,7.4,133,70.4,0.1,4,52,93,54.3,4.7,13.4,6.61,3.29,3.27,4,critical,7
628,solar,production,27.8,18.6,100,0,123,65.9,1.8,18,28,89,85.0,9.5,8.2,0.92,3.59,3.27,5,critical,4
629,solar,storage,34.0,5.6,51,3.5,156,86.3,5.3,17,316,82,38.9,16.3,5.65,9.24,2.78,2.38,2,medium,3
630,wind,forecast,20.8,91.0,1,17.0,94,65.8,4.8,4,373,79,76.3,7.6,3.67,1.44,2.16,2.06,4,critical,7
631,wind,production,38.6,14.6,60,7.0,61,74.5,2.4,8,303,60,47.5,10.9,11.45,5.57,3.23,3.14,1,critical,2
632,wind,production,38.2,17.5,73,13.1,129,69.2,3.1,20,379,65,30.4,4.0,6.2,0.36,2.38,2.11,1,critical,2
633,wind,distribution,28.1,93.3,66,0,207,98.3,0.8,12,271,92,83.2,21.6,12.08,1.0,4.04,3.58,0,medium,0
634,hydro,storage,25.2,56.9,67,3.7,131,77.9,5.3,13,172,81,72.2,14.6,9.33,26.39,3.12,2.77,5,critical,8
635,wind,storage,25.8,69.8,92,3.0,63,76.5,2.3,14,162,79,66.4,24.3,1.61,4.12,3.14,3.12,2,medium,3
636,wind,distribution,34.0,23.9,10,0,111,89.3,6.7,19,384,98,64.7,15.4,5.52,8.69,3.65,3.39,0,low,9
637,solar,forecast,36.5,58.8,81,0,191,63.3,6.8,17,97,84,22.8,5.4,1.68,1.43,1.84,1.84,4,medium,7
638,hydro,storage,28.4,107.7,60,13.5,69,70.5,5.2,2,332,66,68.8,20.1,3.5,1.95,3.08,2.73,2,critical,4
639,hydro,distribution,28.8,61.5,91,10.9,169,98.3,2.6,19,66,78,33.8,17.4,7.8,8.03,4.92,4.35,0,low,9
640,wind,distribution,36.7,14.2,5,0,50,73.0,3.4,2,334,73,18.4,18.3,8.18,6.49,2.32,2.13,3,medium,5
641,wind,production,35.3,64.7,29,4.2,252,89.0,3.4,3,140,86,47.5,6.2,4.34,19.2,2.5,2.45,0,low,9
642,solar,distribution,27.4,84.0,87,4.5,256,60.2,1.1,3,318,76,13.5,8.4,10.9,3.7,2.58,2.36,3,medium,5
643,solar,production,25.0,99.1,41,0,195,95.1,4.6,11,186,59,9.7,7.2,12.43,5.28,4.97,4.74,5,critical,2
644,solar,forecast,37.1,74.7,79,7.0,79,73.3,5.8,19,24,86,17.6,21.9,4.2,6.07,3.99,3.42,4,medium,7
645,hydro,forecast,27.4,97.9,55,0,70,60.1,7.2,19,117,57,46.9,16.3,4.85,8.42,4.06,3.62,4,critical,7
646,solar,storage,32.0,91.4,68,21.8,246,66.7,2.8,6,86,96,29.8,11.4,8.36,9.0,1.86,1.85,4,medium,4
647,hydro,storage,25.7,107.9,24,15.9,30,72.8,7.1,15,364,83,24.8,20.9,8.47,9.31,2.72,2.55,2,medium,3
648,solar,storage,35.1,9.5,7,10.3,192,95.0,5.4,19,62,88,88.0,17.7,9.25,10.77,3.12,3.01,5,medium,9
649,hydro,storage,34.5,15.9,35,0,70,69.0,7.3,2,217,93,77.0,16.0,2.95,5.31,2.45,2.13,0,low,0
650,solar,storage,41.6,17.9,37,3.1,140,74.9,0.1,9,150,71,50.3,16.9,1.57,4.14,3.37,3.0,2,critical,4
651,hydro,production,18.9,26.5,32,7.1,54,88.4,7.0,8,152,58,50.8,21.0,13.02,1.85,3.51,3.33,1,critical,2
652,solar,distribution,19.7,5.9,79,5.7,58,72.8,1.7,11,75,86,54.5,22.1,6.81,6.2,4.04,3.71,0,low,0
653,hydro,forecast,40.3,81.9,46,9.3,149,84.3,0.2,15,213,93,9.4,12.0,8.67,14.03,4.71,4.31,2,critical,4
654,solar,production,21.2,55.1,90,0,72,96.3,1.1,14,167,84,18.6,2.8,3.24,3.79,3.53,3.17,0,low,0
655,wind,production,21.0,7.4,35,1.4,256,70.8,4.0,14,255,57,59.6,23.0,2.68,5.93,2.8,2.47,1,critical,2
656,hydro,forecast,41.2,29.5,51,12.3,221,66.1,5.0,1,399,89,37.6,24.5,11.37,1.4,1.79,1.73,4,low,1
657,solar,forecast,39.3,58.0,81,0,39,62.3,5.2,16,342,82,51.0,14.8,12.69,12.96,3.93,3.76,5,critical,8
658,hydro,forecast,19.9,64.1,99,2.0,136,98.2,1.4,7,343,92,18.3,8.3,2.63,5.98,3.37,2.91,4,medium,7
659,solar,storage,28.7,78.1,24,29.2,30,66.8,1.2,7,247,70,73.9,6.0,1.14,3.27,2.0,1.91,2,critical,4
660,wind,forecast,32.2,8.7,71,11.4,256,97.7,7.3,10,281,99,50.3,17.8,3.25,13.2,2.41,2.34,5,critical,8
661,wind,storage,19.2,42.7,32,0,132,80.0,3.8,19,164,61,59.1,17.7,3.46,1.17,1.77,1.54,2,critical,4
662,wind,forecast,40.7,47.1,69,5.6,140,93.9,5.5,3,25,84,26.6,19.6,4.65,6.16,2.9,2.5,0,medium,3
663,wind,storage,23.8,101.2,98,0,175,98.9,6.3,17,92,68,30.7,10.1,5.61,16.44,3.02,2.68,5,critical,8
664,hydro,storage,26.4,88.7,53,9.1,67,86.6,5.1,6,45,71,33.2,12.6,8.13,6.02,2.65,2.38,2,critical,4
665,solar,storage,39.4,11.1,10,0,227,70.3,1.7,18,298,77,54.4,13.1,5.14,2.98,1.55,1.5,2,medium,3
666,wind,forecast,33.5,66.6,69,11.1,130,96.0,4.8,13,22,85,76.6,3.2,6.64,2.3,3.38,3.1,4,medium,7
667,hydro,storage,18.3,90.5,59,9.1,120,81.0,0.6,9,224,86,26.0,22.8,6.45,13.36,3.56,3.12,5,critical,8
668,hydro,storage,22.0,82.6,42,0,82,63.7,0.2,15,134,99,93.3,8.3,1.58,10.51,4.3,4.06,2,critical,4
669,solar,production,36.6,108.3,51,6.6,140,82.7,5.5,15,227,63,39.2,24.3,2.3,4.49,3.17,2.98,1,critical,2
670,solar,distribution,35.6,101.2,79,10.0,222,90.3,3.5,20,282,86,31.3,11.3,8.53,7.25,4.41,3.81,3,medium,5
671,hydro,storage,40.7,61.6,65,9.3,194,70.9,4.5,7,14,83,68.8,6.0,5.25,9.65,2.53,2.19,2,critical,4
672,hydro,distribution,20.8,8.3,81,9.2,65,64.5,5.4,11,344,61,85.8,13.0,13.63,14.28,2.93,2.52,5,critical,8
673,solar,forecast,28.0,92.2,56,0,240,74.4,0.2,19,362,66,10.2,17.3,8.32,12.57,2.05,1.9,5,critical,8
674,hydro,forecast,20.1,71.8,61,9.1,39,60.7,5.6,11,268,88,45.0,14.6,11.45,9.27,2.95,2.68,4,medium,7
675,solar,production,19.3,39.7,14,7.4,47,88.3,3.2,17,36,87,12.3,7.1,5.85,3.4,4.9,4.77,1,critical,2
676,solar,distribution,34.2,8.9,93,4.4,133,60.5,2.4,5,102,78,37.3,19.8,13.72,7.34,2.19,2.11,3,medium,5
677,hydro,storage,21.5,66.1,81,5.2,204,66.9,7.2,20,285,99,69.3,17.0,3.4,0.95,3.82,3.66,0,low,0
678,solar,production,26.1,76.4,67,1.3,234,70.6,2.3,2,121,86,43.5,21.9,5.28,1.69,4.69,4.08,1,critical,2
679,hydro,storage,36.8,84.2,13,7.2,93,74.7,4.0,20,359,63,71.0,14.1,4.37,1.42,2.12,2.11,0,critical,8
680,solar,storage,25.6,100.3,40,0,56,72.8,3.7,9,296,70,68.7,7.2,5.42,9.93,4.08,3.87,2,critical,4
681,solar,forecast,21.0,59.8,22,11.3,66,60.6,2.3,11,367,86,69.5,3.2,4.64,7.14,2.59,2.42,4,medium,7
682,solar,forecast,21.8,13.2,55,9.9,126,64.2,6.1,16,213,77,17.5,9.7,5.32,7.55,2.6,2.28,4,medium,7
683,solar,forecast,32.2,49.9,36,8.1,125,86.2,5.1,10,226,82,19.5,21.8,11.67,0.14,3.55,3.47,4,medium,7
684,wind,distribution,34.0,14.6,41,12.8,256,92.1,5.0,11,236,68,23.2,16.4,5.8,5.22,2.13,1.96,0,low,0
685,solar,distribution,27.9,56.7,80,2.5,101,72.5,6.1,4,155,79,89.2,4.7,7.11,0.11,4.19,3.82,0,low,0
686,hydro,production,22.7,20.5,81,11.6,185,72.8,8.0,1,23,78,61.2,15.9,7.45,10.86,3.33,3.09,1,critical,2
687,hydro,distribution,20.3,12.1,26,17.1,163,70.9,5.3,9,151,71,86.3,5.3,1.99,0.04,1.57,1.35,0,low,0
688,wind,distribution,21.6,106.0,44,5.9,180,83.3,7.2,4,225,65,48.8,24.6,8.89,6.38,3.06,2.96,3,medium,5
689,solar,production,18.1,63.5,96,0,200,75.7,0.4,7,197,74,7.4,2.6,7.74,0.7,4.11,3.74,1,critical,2
690,wind,forecast,21.5,39.4,14,7.0,215,88.5,4.0,3,391,92,23.0,11.1,10.23,24.23,1.8,1.8,5,critical,8
691,solar,forecast,33.8,63.2,20,0,67,69.3,1.1,15,281,85,32.2,14.1,2.94,5.69,2.04,1.76,0,low,0
692,solar,forecast,24.9,105.6,64,13.7,54,65.1,1.6,1,228,90,94.5,13.9,9.78,18.59,2.22,1.95,4,critical,7
693,solar,forecast,34.8,51.0,42,7.7,93,87.0,5.2,18,104,95,41.3,18.3,2.52,2.61,4.78,4.4,4,medium,7
694,solar,forecast,38.3,109.2,55,3.0,148,69.6,0.4,6,288,71,42.0,5.7,11.41,7.99,3.06,2.74,4,critical,7
695,hydro,production,41.5,43.9,82,0.4,247,94.0,1.2,2,278,98,52.0,3.4,4.33,4.39,3.65,3.26,1,medium,1
696,solar,forecast,22.6,82.8,26,9.2,142,74.7,4.2,9,180,100,45.3,21.3,9.73,4.12,3.83,3.45,4,medium,7
697,hydro,production,27.6,96.7,92,0,226,84.0,4.3,11,198,70,71.3,3.5,6.17,0.78,4.25,3.66,1,medium,1
698,solar,distribution,39.4,40.6,25,0,109,72.6,7.7,20,199,90,51.0,5.8,8.2,4.65,1.8,1.77,3,medium,5
699,solar,storage,34.0,35.1,43,0,141,75.9,2.3,14,151,71,35.5,6.1,1.57,7.11,4.88,4.75,2,critical,4
700,solar,storage,39.0,76.5,18,0,158,70.4,2.2,4,325,85,27.5,4.8,13.52,13.16,2.25,2.21,5,critical,8
701,solar,distribution,39.9,76.2,82,0.6,146,85.8,3.0,1,145,60,16.8,20.5,11.23,0.38,1.85,1.68,3,medium,5
702,hydro,production,18.9,54.9,56,0,158,66.6,1.8,15,251,62,7.7,11.5,4.68,3.96,4.29,4.02,1,critical,2
703,hydro,distribution,37.4,40.6,11,7.4,122,78.0,3.4,18,150,92,79.9,24.7,2.35,1.5,4.18,4.15,0,low,0
704,solar,production,25.3,34.5,87,2.8,199,82.1,4.7,16,241,72,23.5,14.2,8.67,0.96,4.4,3.98,1,critical,2
705,wind,storage,25.9,38.5,94,6.9,175,67.7,6.8,8,85,99,99.5,3.0,10.07,4.0,3.47,3.2,2,critical,4
706,wind,production,29.7,97.7,48,13.5,162,64.7,3.9,2,267,67,63.6,11.9,6.66,8.17,3.43,3.33,1,critical,2
707,wind,storage,30.7,101.0,11,0,124,83.4,2.6,10,187,58,19.0,9.3,6.1,6.53,2.74,2.37,2,critical,4
708,solar,production,32.5,30.4,11,4.4,130,87.7,2.7,17,182,65,17.9,6.9,7.35,4.28,3.81,3.27,1,critical,2
709,hydro,production,37.7,7.3,30,7.3,156,95.7,4.4,8,173,63,56.8,7.8,13.08,1.79,2.5,2.4,0,low,0
710,hydro,distribution,22.1,63.0,71,10.1,76,73.4,1.5,14,169,72,98.4,11.1,9.59,0.6,2.0,1.77,3,medium,5
711,wind,production,29.8,54.7,35,4.6,223,78.6,3.2,2,357,91,16.4,17.9,3.17,6.92,2.46,2.24,1,medium,0
712,hydro,distribution,32.5,58.8,97,0,175,89.0,4.3,11,68,57,86.8,4.2,9.55,2.76,2.35,2.19,3,medium,5
713,hydro,production,21.6,66.8,30,0,51,69.7,5.5,7,395,88,32.7,18.6,8.52,12.88,4.7,4.62,1,critical,2
714,solar,forecast,25.8,68.5,68,4.2,39,87.8,1.3,16,312,73,36.5,17.5,5.97,9.92,2.71,2.53,3,medium,1
715,solar,storage,32.4,10.8,4,5.9,257,71.1,6.9,15,341,63,27.1,22.6,6.37,5.49,2.76,2.39,2,critical,4
716,wind,forecast,28.6,95.3,82,0,153,84.3,7.3,14,358,60,58.4,7.4,2.51,11.75,3.76,3.39,4,critical,7
717,wind,storage,26.4,106.0,54,8.0,236,64.1,0.2,13,361,69,13.0,10.4,9.08,7.62,4.51,3.83,2,critical,4
718,hydro,production,25.6,61.0,92,0,96,76.9,3.9,3,229,59,6.7,13.0,5.11,3.94,3.22,2.89,1,critical,2
719,solar,production,31.6,79.3,41,10.9,211,67.5,1.7,14,198,82,69.5,12.7,11.87,18.34,2.91,2.54,1,critical,2
720,hydro,forecast,21.2,104.6,67,0.6,173,67.8,5.1,17,189,76,75.0,24.3,1.39,4.07,4.54,4.06,4,critical,7
721,wind,storage,27.5,30.6,23,3.1,154,90.9,4.8,5,180,60,99.7,16.7,9.66,4.86,1.93,1.72,2,critical,4
722,hydro,distribution,38.4,10.6,95,0,59,63.7,7.8,4,248,92,87.4,20.4,12.21,6.15,2.62,2.28,3,medium,5
723,solar,storage,39.1,27.1,78,0,80,85.6,5.8,18,215,95,47.9,5.7,1.14,0.63,2.67,2.44,2,critical,4
724,hydro,distribution,23.4,40.0,2,6.8,159,98.5,1.0,13,56,74,91.9,9.3,2.69,14.3,2.58,2.35,5,critical,4
725,hydro,production,38.7,96.2,46,8.9,230,84.8,2.8,13,84,55,34.5,8.1,4.6,2.03,3.63,3.41,1,medium,1
726,wind,storage,25.1,34.9,24,2.5,63,65.8,4.6,19,400,90,18.6,15.1,11.34,10.31,2.91,2.65,5,medium,9
727,wind,production,24.3,48.9,56,0,39,82.1,1.0,16,216,97,83.4,24.7,11.95,2.59,4.82,4.4,1,critical,2
728,wind,storage,20.9,59.5,22,0,47,69.8,1.5,20,171,95,59.4,13.0,14.0,6.63,3.51,3.44,0,low,0
729,wind,forecast,26.2,39.1,25,4.3,193,92.8,3.4,15,39,86,98.9,22.1,8.74,13.91,2.85,2.46,5,critical,8
730,solar,storage,25.9,69.3,50,1.7,140,66.2,2.9,13,210,75,26.1,15.2,6.38,2.62,3.02,2.81,2,medium,3
731,hydro,forecast,38.9,14.8,0,24.2,103,62.9,6.6,10,359,62,42.3,23.1,4.66,1.24,3.38,2.91,4,critical,7
732,solar,forecast,39.0,81.6,63,3.9,184,78.1,6.1,7,130,76,17.7,22.7,10.03,20.39,4.81,4.72,5,critical,8
733,solar,distribution,36.7,34.8,100,2.1,96,97.7,3.5,3,289,58,30.7,6.5,11.21,9.0,2.42,2.21,3,medium,5
734,hydro,forecast,25.6,45.6,84,10.3,225,90.1,5.3,15,129,97,27.0,23.9,13.09,5.51,1.62,1.49,4,medium,7
735,wind,forecast,24.8,22.3,19,20.1,126,98.9,5.2,4,309,89,62.1,6.4,5.82,11.53,3.71,3.37,4,critical,7
736,solar,production,31.2,39.0,70,1.4,42,72.3,5.5,12,174,57,36.4,7.9,4.29,1.92,1.74,1.66,1,critical,2
737,wind,storage,33.5,26.5,76,2.5,242,64.4,4.8,19,205,92,39.3,9.4,2.66,5.62,1.66,1.46,2,critical,4
738,wind,storage,22.9,109.1,73,3.8,76,64.6,5.3,7,52,93,9.3,24.9,8.53,4.73,3.62,3.28,0,low,0
739,hydro,storage,32.1,42.9,27,1.6,71,70.4,3.0,8,356,90,80.6,21.3,10.75,6.19,2.06,1.99,2,medium,3
740,solar,storage,35.5,20.5,98,3.5,240,64.2,1.2,17,381,65,88.5,23.1,13.26,0.02,4.85,4.51,2,critical,4
741,solar,forecast,18.5,57.0,66,3.8,150,73.0,0.2,16,68,85,51.6,20.4,13.86,5.13,4.75,4.39,4,medium,7
742,hydro,storage,38.8,88.7,69,0,162,78.2,6.9,8,84,63,17.7,11.5,9.26,3.59,4.24,4.14,2,critical,4
743,hydro,forecast,35.5,88.5,34,6.8,138,73.8,4.1,2,55,91,16.6,19.3,5.28,5.31,3.59,3.18,0,low,0
744,hydro,production,26.6,16.9,62,3.2,55,73.0,2.8,13,233,73,7.2,11.0,2.69,8.39,4.11,3.95,1,critical,2
745,wind,storage,20.3,30.3,10,2.6,72,61.1,2.9,1,183,94,33.3,2.3,9.9,1.25,2.26,2.22,2,critical,4
746,solar,storage,30.0,103.5,1,17.7,245,83.2,3.1,1,202,61,74.8,3.0,2.37,7.44,4.69,4.12,3,critical,5
747,hydro,storage,18.2,73.8,80,8.2,211,89.8,6.6,7,242,59,24.4,22.2,2.33,1.41,4.85,4.31,2,critical,4
748,hydro,storage,21.1,80.3,96,15.8,109,88.9,4.9,12,170,95,98.8,10.7,7.5,0.37,1.73,1.47,2,medium,3
749,solar,production,36.3,81.0,79,0.7,180,98.3,1.3,16,135,100,5.8,20.1,6.74,5.59,2.97,2.73,3,critical,8
750,solar,distribution,26.2,98.2,10,6.0,170,84.4,1.0,5,184,61,77.6,7.3,9.94,6.57,1.58,1.47,3,medium,5
751,solar,production,19.2,105.3,51,3.9,43,88.0,6.1,3,259,65,6.5,2.2,6.21,4.55,2.73,2.59,1,critical,2
752,wind,distribution,31.5,43.7,42,0,107,74.9,7.5,1,61,63,23.8,8.9,13.48,4.1,1.57,1.35,3,medium,5
753,solar,distribution,34.0,32.2,40,13.0,114,85.7,2.8,19,261,86,63.8,22.9,6.64,3.78,3.13,2.88,0,low,0
754,hydro,distribution,36.7,57.6,4,3.6,245,73.7,5.1,11,166,81,58.4,14.4,6.48,8.27,3.66,3.34,0,low,9
755,solar,distribution,18.9,35.9,29,0,66,90.7,2.3,7,70,96,83.0,8.4,10.41,12.11,2.03,1.95,3,critical,6
756,solar,storage,22.9,30.6,9,0,101,81.8,6.9,2,285,87,55.5,7.1,4.41,1.96,3.78,3.46,2,critical,4
757,hydro,forecast,25.1,43.4,7,0,222,65.7,1.2,9,97,58,51.1,18.4,8.0,3.82,3.3,3.17,0,low,0
758,solar,production,34.6,84.2,39,13.8,102,91.5,3.7,17,69,85,11.5,23.5,8.42,5.73,1.95,1.83,1,critical,2
759,solar,distribution,19.1,80.7,19,0,169,85.8,6.2,10,268,72,79.0,21.4,12.42,8.81,2.37,2.33,3,medium,5
760,hydro,production,19.4,65.7,89,0,183,84.0,4.4,1,305,80,58.9,22.1,2.57,4.36,5.0,4.72,1,medium,6
761,wind,forecast,25.9,75.5,76,0.8,132,61.9,1.8,9,248,80,5.6,22.3,1.24,4.47,4.24,3.61,4,medium,7
762,hydro,forecast,36.8,104.1,24,7.2,200,71.4,1.9,2,227,85,96.4,2.6,5.94,4.04,3.33,3.09,3,critical,2
763,solar,forecast,22.1,87.9,2,12.0,54,93.8,6.9,9,330,56,96.0,24.7,1.89,2.56,2.22,2.04,4,medium,7
764,solar,distribution,24.1,18.6,86,0,56,70.9,2.3,9,114,92,6.8,19.6,9.3,2.02,2.24,1.95,3,medium,5
765,wind,forecast,40.3,44.2,0,5.2,175,95.3,4.3,13,186,82,28.8,6.3,5.45,4.15,2.94,2.74,0,low,0
766,solar,production,35.4,15.7,10,0,167,72.5,3.7,1,102,63,95.7,12.8,4.81,13.92,1.53,1.4,5,critical,8
767,hydro,forecast,31.9,38.9,38,0,172,65.1,2.8,6,341,73,97.7,20.9,1.71,3.72,2.03,1.73,0,low,0
768,solar,distribution,18.4,101.0,28,0,143,75.6,1.4,7,285,70,61.7,9.4,2.44,3.71,2.35,2.18,0,low,0
769,solar,storage,22.6,31.0,80,0,147,74.1,7.1,7,377,94,79.1,6.6,10.72,5.78,1.73,1.7,2,critical,4
770,solar,production,20.9,109.1,84,12.6,40,85.7,2.1,17,290,73,45.2,17.6,3.71,6.9,4.99,4.51,1,critical,2
771,hydro,distribution,37.7,24.6,65,2.1,125,91.0,6.2,4,96,77,98.6,24.9,3.23,5.55,3.32,3.2,0,low,0
772,wind,production,26.6,49.6,41,9.4,98,98.0,2.6,6,148,72,83.8,8.7,1.38,10.15,4.29,3.95,0,low,9
773,solar,storage,22.2,5.9,31,0.5,215,94.5,6.9,19,317,75,36.0,6.7,4.17,2.06,4.4,4.06,2,critical,4
774,hydro,forecast,18.2,4.9,66,6.3,149,60.3,7.3,3,90,99,25.1,15.3,1.57,2.88,3.3,2.94,4,medium,7
775,wind,forecast,24.1,5.8,42,4.4,170,72.4,6.1,10,343,95,94.4,15.1,8.61,6.01,1.98,1.74,4,medium,7
776,wind,production,35.6,92.0,9,14.3,157,82.8,4.9,4,210,58,40.1,15.8,6.28,5.24,2.32,2.26,1,critical,2
777,solar,production,24.3,59.0,8,1.1,175,98.7,3.2,20,47,69,28.1,22.6,13.67,1.28,3.46,3.13,1,critical,2
778,hydro,storage,30.1,70.5,16,4.0,46,66.4,7.0,7,169,84,54.8,11.7,5.09,4.73,2.79,2.52,2,medium,3
779,solar,production,18.1,87.3,63,12.6,81,66.2,3.3,7,161,64,70.1,15.9,13.85,4.74,2.23,2.08,1,critical,2
780,wind,storage,18.1,18.5,65,6.1,134,64.3,1.7,1,71,86,46.9,11.8,10.47,9.69,4.13,3.87,5,medium,9
781,wind,storage,25.1,106.5,41,1.1,63,80.9,4.9,14,172,60,77.8,4.7,2.16,9.16,2.57,2.32,2,critical,4
782,solar,production,34.7,58.5,71,0,228,74.9,0.2,3,33,77,27.5,10.6,2.2,0.32,5.0,4.8,1,critical,2
783,hydro,production,40.8,36.1,94,0,251,64.6,5.5,6,178,57,37.7,5.6,7.34,1.1,3.12,2.82,1,critical,2
784,wind,forecast,39.2,33.1,15,0,193,80.4,6.4,3,189,68,90.3,4.4,10.27,6.95,1.58,1.34,0,low,0
785,hydro,storage,30.6,80.6,41,0,186,68.7,6.9,16,184,93,67.1,7.3,11.99,2.96,2.23,2.07,2,critical,4
786,wind,storage,39.4,103.3,41,10.8,45,67.5,3.2,2,207,66,77.3,13.7,1.65,2.02,3.23,3.19,2,critical,4
787,wind,production,24.0,100.9,11,6.8,181,88.2,0.7,5,329,93,53.8,16.2,12.42,12.45,3.98,3.8,5,critical,8
788,solar,storage,38.2,86.5,63,10.8,112,89.1,6.8,11,292,66,79.8,3.6,8.67,8.06,2.92,2.8,2,critical,4
789,hydro,storage,36.9,66.9,40,0,61,62.9,0.5,6,23,82,38.3,3.7,12.39,1.99,3.41,3.21,0,critical,0
790,hydro,distribution,30.4,8.6,24,0,173,63.5,7.7,5,142,66,27.9,2.0,5.65,18.94,1.93,1.89,5,critical,8
791,solar,production,32.6,15.7,74,0,38,63.2,0.1,12,336,69,53.5,10.5,10.55,10.39,2.33,1.99,1,critical,2
792,solar,distribution,20.7,37.6,18,5.6,31,90.5,2.8,6,272,63,89.7,4.6,6.18,19.35,4.83,4.51,3,critical,6
793,hydro,production,18.5,93.6,51,4.1,41,97.8,4.3,20,373,67,81.9,12.9,13.7,7.64,2.53,2.24,1,critical,2
794,hydro,distribution,27.1,17.1,75,8.9,91,85.6,0.8,8,328,55,71.3,12.1,4.51,1.0,4.48,3.93,0,low,0
795,solar,storage,36.2,86.9,79,0,129,88.2,2.3,8,293,72,46.1,8.8,12.04,9.48,4.18,4.1,2,critical,4
796,hydro,storage,37.7,13.2,82,0,93,66.7,7.2,19,383,74,79.6,22.2,4.47,8.19,3.55,3.42,2,critical,4
797,hydro,forecast,22.7,71.4,83,0,127,70.7,6.6,17,264,84,27.2,5.5,10.96,2.07,3.69,3.67,4,medium,7
798,hydro,forecast,35.4,59.9,45,0,205,80.2,2.0,8,64,67,35.8,5.7,7.48,10.61,1.93,1.86,4,low,6
799,hydro,production,18.8,34.8,40,0,127,61.6,7.2,18,370,87,55.6,11.5,13.43,7.69,1.88,1.75,1,critical,2
800,wind,storage,25.3,94.9,2,4.8,96,84.6,0.4,4,71,97,58.9,20.6,9.48,9.22,3.83,3.8,5,medium,9
801,hydro,forecast,20.4,2.4,42,0,77,76.7,5.2,13,199,71,32.6,8.6,11.47,15.81,4.17,4.07,5,critical,8
802,wind,storage,35.2,32.8,3,0,191,66.3,3.8,17,312,90,75.0,7.5,8.5,5.84,2.39,2.38,2,critical,4
803,solar,production,32.1,79.6,4,0.5,219,65.1,6.3,7,205,66,97.1,23.1,2.34,4.03,3.92,3.78,1,critical,2
804,wind,distribution,36.7,37.5,48,11.2,232,94.8,0.8,3,259,78,55.0,7.0,13.23,5.28,3.13,2.79,3,medium,5
805,wind,storage,32.7,48.1,49,0,46,87.0,7.2,8,273,84,41.7,15.7,6.34,6.48,4.33,3.71,2,medium,3
